customer_id,first_name,last_name,email,phone,address,city,state,postal_code,country,region,signup_date,customer_segment,marketing_opt_in
CUST000782,Rhonda,Miller,megan94@example.org,4005375398,24659 James Fords,South Kari,ND,94034,United States,Midwest,2021-09-02,Premium,False
CUST000783,Jonathan,Henry,lauriecrawford@example.com,001-615-238-2011,2664 Ryan Way Apt. 512,Whiteview,MD,45776,United States,West,2021-10-01,Premium,False
CUST000784,Jeffrey,Morton,tracydavenport@example.net,(456)497-6487x8496,451 Kurt Road Apt. 506,New Robert,MS,70471,United States,West,2021-02-25,Standard,False
CUST000785,Sarah,Trevino,lorettabrown@example.com,001-627-667-2935x09793,29146 Santana Ferry,Port James,MH,65175,United States,Northeast,2021-10-10,Enterprise,False
CUST000786,Steven,Riggs,mitchellmichael@example.com,001-497-325-1840x7033,8233 Brewer Drives Apt. 945,Lake Sandrafort,MO,96163,United States,Midwest,2024-11-18,Premium,False
CUST000787,Sean,Foster,qmccoy@example.org,463.801.1220x08484,333 Sweeney Spring Suite 082,Jimenezland,UT,27612,United States,Midwest,2024-11-12,Premium,False
CUST000788,Patrick,Christian,catherine46@example.net,(508)456-4901,519 Neil Views Apt. 115,Peterfort,MI,70047,United States,South,2024-11-06,Standard,True
CUST000789,Jennifer,Kline,fernandezbrandon@example.net,001-789-804-4104x0431,513 Lee Roads Apt. 483,Collinsmouth,MI,66782,United States,Midwest,2021-01-07,Premium,False
CUST000790,Brendan,Williams,garciarichard@example.com,(947)317-7840x1902,883 Miles Mews Apt. 158,Colemanhaven,NE,15288,United States,South,2025-08-29,Enterprise,False
CUST000791,Christopher,Duncan,lgonzales@example.net,001-583-732-6170x505,5819 Henderson Mill,New Mike,MN,31881,United States,Northeast,2022-05-26,Premium,True
CUST000792,Vanessa,Lane,justinhughes@example.net,(617)875-8015,793 Lisa Trail Apt. 028,Jamesmouth,HI,63283,United States,West,2021-11-29,Premium,True
CUST000793,Karen,Jordan,jonathanjones@example.com,001-902-552-8546x1308,972 Danielle Track,New Michelle,PR,22379,United States,West,2022-11-01,Premium,True
CUST000794,Stephanie,Leon,vbryant@example.org,584-225-2786,71210 Jennifer Harbors,East Kenneth,LA,64576,United States,Northeast,2024-07-11,Standard,True
CUST000795,Jay,Byrd,baileydonna@example.net,+1-877-719-6199x71659,7640 Warren Freeway Apt. 440,New Jenniferberg,GA,37404,United States,West,2024-11-22,Enterprise,True
CUST000796,Sierra,Downs,xfleming@example.org,001-279-732-2191x43907,3601 Vasquez Route Apt. 150,North Chadberg,MT,01669,United States,Northeast,2025-07-06,Enterprise,True
CUST000797,Anthony,Johnson,kbailey@example.net,747.659.7833,7192 Justin Lodge,Hudsonview,MS,32281,United States,West,2025-12-23,Premium,True
CUST000798,Tara,Page,ymercer@example.com,+1-632-803-1726x65282,9272 Smith Valleys Apt. 208,Beckland,ME,87865,United States,Midwest,2022-02-03,Standard,False
CUST000799,Julie,Tyler,christopher08@example.com,532-871-6303x356,10009 Alicia Ranch,North Angela,NC,15437,United States,South,2025-04-16,Premium,False
CUST000800,Jessica,Pacheco,melissa80@example.org,635.541.5892x90930,6136 Jackson Row Apt. 812,Lake Cynthia,NC,09253,United States,Midwest,2023-05-01,Premium,False
CUST000801,Michael,Riggs,kimberly47@example.org,(931)510-5833x096,842 Angela Crossing Suite 269,South Yolanda,VA,47159,United States,West,2022-02-19,Standard,False
CUST000802,Deborah,Todd,sullivantodd@example.com,001-818-777-6288x363,62762 Jack Meadows,Wallacehaven,AL,75195,United States,South,2025-08-29,Premium,True
CUST000803,Holly,Lee,zmiller@example.com,(528)798-9074,55977 Hernandez Islands,Jamestown,OH,25137,United States,South,2023-12-09,Enterprise,True
CUST000804,Rhonda,Wood,stewartsandra@example.net,717-816-5789x3912,88711 Fox Canyon Apt. 500,West Joseph,VT,84203,United States,Midwest,2025-04-15,Enterprise,False
CUST000805,Henry,Gould,dbailey@example.org,+1-830-229-3011x2501,2906 Hernandez Falls Apt. 336,Port David,OH,02555,United States,South,2025-10-13,Premium,False
CUST000806,Patrick,Tanner,pattonvernon@example.org,9247266249,4057 Lindsay Track,Kevinstad,MH,53979,United States,South,2024-08-05,Standard,True
CUST000807,Erika,Odonnell,brandon68@example.com,654.845.3451,865 Elizabeth Well Suite 834,Lake Shelby,MI,86341,United States,Midwest,2021-06-14,Enterprise,True
CUST000808,Amy,Patterson,melissacollier@example.org,(664)585-3207x75870,698 Diane Run,Kevinchester,PA,91007,United States,Midwest,2023-06-10,Enterprise,False
CUST000809,Matthew,Nichols,andrew45@example.org,(509)628-4672x007,390 Griffin Streets,Meadowsshire,MD,35843,United States,Northeast,2023-07-06,Standard,True
CUST000810,Cynthia,Weeks,allensara@example.org,(325)685-1502x04502,3127 Ingram Spur,Port Jeffrey,NM,81823,United States,West,2021-11-15,Enterprise,True
CUST000811,Michele,Chang,christiangriffith@example.org,723-459-0426,2866 Linda Key Apt. 085,Walkerborough,OH,94205,United States,West,2023-01-09,Enterprise,False
CUST000812,Erica,Bailey,stephanie46@example.org,+1-519-935-1174x555,2728 Robert Flats,South John,CT,18903,United States,Northeast,2024-03-31,Premium,False
CUST000813,Meghan,Contreras,bbrooks@example.net,001-926-841-2608x4818,99069 Christopher Village,Allenbury,RI,78844,United States,South,2025-09-12,Standard,True
CUST000814,Matthew,Jones,teverett@example.com,5593982267,43888 Kyle Key,Lake Kellyberg,AR,19539,United States,Midwest,2026-04-13,Premium,True
CUST000815,Mike,Cabrera,cevans@example.net,(782)731-3427,7299 Daniel Isle Suite 904,Jamesland,NC,93201,United States,South,2026-01-03,Enterprise,True
CUST000816,James,Evans,xandrade@example.org,202-897-7115,917 Peter Tunnel,Lisamouth,IL,21698,United States,Midwest,2023-07-03,Premium,True
CUST000817,William,Wilkinson,ginamiller@example.org,001-387-739-2219x8369,76710 Taylor Passage Suite 707,Michaelland,MN,26256,United States,Northeast,2022-08-04,Standard,True
CUST000818,Brian,Hill,smithvanessa@example.org,(568)638-7890,29586 Juarez Causeway Apt. 040,West Ricky,UT,60694,United States,West,2023-05-18,Enterprise,False
CUST000819,Erin,Evans,herrerajennifer@example.org,(388)510-1382x72105,6018 Moore Alley,East Amandaside,GA,47904,United States,South,2021-01-18,Premium,False
CUST000820,Laura,Thompson,ginajones@example.net,(881)263-6038x9173,894 Patterson Ferry Apt. 005,North Jonathan,VT,13571,United States,Midwest,2021-05-05,Standard,False
CUST000821,Kimberly,Levy,bryantryan@example.com,+1-950-289-5123,19194 Cox Lakes Suite 972,Cooperfurt,GU,15559,United States,South,2025-03-05,Enterprise,False
CUST000822,Carol,Chavez,cmiller@example.com,001-818-886-2639x5612,305 Snyder Mount Apt. 388,Burgesston,GA,96109,United States,South,2025-06-21,Standard,True
CUST000823,Donald,Mcdaniel,elizabeth14@example.com,(362)676-3304x1176,152 Dixon Creek,Mooneychester,IL,54982,United States,Midwest,2024-07-16,Enterprise,False
CUST000824,Jose,Johnson,paul68@example.net,(598)970-3688x3004,3159 Julie Drive,Lake Dawnfort,AR,50741,United States,Midwest,2022-10-25,Enterprise,False
CUST000825,Mark,Walker,williamsjoseph@example.com,001-329-511-8722x8247,81796 Melanie Neck,Ericahaven,RI,96065,United States,South,2022-11-10,Enterprise,False
CUST000826,Kristy,Acosta,marissa74@example.net,+1-679-890-5221x711,5818 Wanda Branch Suite 173,Richardbury,CT,53969,United States,Northeast,2021-12-23,Enterprise,False
CUST000827,James,Davis,xzavala@example.com,326.316.9496x378,999 Philip Expressway,North Kathryntown,NM,10575,United States,Midwest,2021-05-04,Enterprise,False
CUST000828,Ronald,Snyder,lauradominguez@example.org,(233)261-3179x8549,903 Chambers Rapid Suite 458,Wesleymouth,UT,55695,United States,Northeast,2024-04-13,Premium,False
CUST000829,Rebecca,Hoover,erinstark@example.net,001-312-474-3922x55174,147 Villanueva Coves Apt. 360,Lake Amberbury,OK,78912,United States,South,2025-05-17,Enterprise,False
CUST000830,Jose,Scott,jenniferpeters@example.com,915.863.0930,096 Cox Turnpike Suite 240,Lake Daniel,,83869,United States,South,2022-08-22,Premium,True
CUST000831,Kimberly,Lopez,barneswilliam@example.org,439.373.6707,340 Kevin Run Apt. 241,Port Lisa,MT,88805,United States,Midwest,2025-07-30,Enterprise,True
CUST000832,Rita,Lopez,ryanparker@example.org,681-444-4248,43509 Gonzales Keys,North Elizabethhaven,NE,86663,United States,Midwest,2026-05-10,Standard,False
CUST000833,Cameron,Rogers,alan94@example.org,475-639-8913x7054,90826 Elizabeth View Apt. 035,Floresview,HI,98719,United States,Midwest,2025-07-29,Enterprise,False
CUST000834,Becky,Branch,waltersgreg@example.com,(866)396-9229x5338,18390 Krista Inlet Apt. 424,South Rogerburgh,NY,98107,United States,Northeast,2022-04-23,Standard,False
CUST000835,Jacob,Ortiz,lindacraig@example.net,+1-633-243-7518x669,4243 Patrick River Apt. 855,South Josephmouth,GU,03346,United States,Northeast,2021-09-29,Standard,True
CUST000836,Becky,Reed,chelsea70@example.org,001-369-964-5359,0471 Adam Track Suite 428,Lewisview,LA,97438,United States,South,2025-09-30,Standard,True
CUST000837,Jessica,Newman,bblack@example.com,898.299.4706x170,9711 Tabitha Forge,Lauramouth,CT,44635,United States,West,2024-04-20,Premium,False
CUST000838,Philip,Calderon,ureynolds@example.org,+1-451-588-6016x7449,359 Johnston Islands Apt. 450,Kimberlychester,PR,93222,United States,Northeast,2024-04-25,Enterprise,True
CUST000839,Barbara,Vaughan,ccooper@example.org,001-342-686-1789x257,50385 Patterson Extensions,Baxterport,NY,09852,United States,Northeast,2025-12-25,Standard,True
CUST000840,Crystal,Hodges,zacharyroberts@example.org,001-468-906-3585x30101,519 Aaron Hill Suite 277,Alexandriafort,AR,28843,United States,Northeast,2023-06-20,Enterprise,False
CUST000841,Paul,Perry,doughertyjulie@example.org,344-339-4689x633,35761 Klein Summit,South Nicoleville,FM,59024,United States,South,2024-09-21,Premium,False
CUST000842,Kevin,Delacruz,bmurray@example.org,+1-962-963-6785x08989,5944 Shelley Villages Suite 295,South Kara,WY,33760,United States,Northeast,2025-01-12,Standard,True
CUST000843,Natalie,Booth,thomasowens@example.net,940.742.0767x5149,1157 Denise Fords,New Briannaton,SD,94561,United States,West,2025-08-23,Premium,True
CUST000844,Brandon,Rosales,hogannathan@example.com,001-782-434-4538x5653,266 Crystal Skyway,Port Susanview,NH,04289,United States,South,2021-02-04,Enterprise,True
CUST000845,Melissa,Duncan,jonesjill@example.com,001-856-711-9989,81583 Cobb Harbor,Simmonsport,VA,40663,United States,Northeast,2025-11-15,Enterprise,False
CUST000846,Thomas,Coleman,dixonkathryn@example.com,470.747.9666x82905,9950 Joshua Expressway Apt. 302,South Roberto,LA,02774,United States,Northeast,2023-08-05,Standard,False
CUST000847,Leslie,Massey,cindyhenderson@example.org,840-251-3186,4733 Jon Street Suite 247,Michelleberg,AL,25139,United States,Midwest,2022-05-16,Standard,True
CUST000848,Mark,Baker,smithphyllis@example.net,(838)673-5186,4131 Samantha Club Apt. 025,Jameschester,WI,42218,United States,South,2022-08-27,Standard,True
CUST000849,Amanda,Miller,stephaniewalls@example.net,(621)378-9559x909,655 Nicholas Key,East Amanda,PR,13228,United States,Northeast,2025-09-02,Premium,True
CUST000850,Briana,Collins,kelleyjennifer@example.org,001-403-381-4634x2924,730 Glenn Passage Suite 273,Christopherland,LA,95361,United States,Northeast,2023-02-18,Standard,True
CUST000851,Richard,Gonzalez,cookdanielle@example.com,601.253.0304,8110 Ward Plaza Suite 557,Figueroachester,IA,98714,United States,West,2023-10-25,Premium,True
CUST000852,Lauren,Nguyen,david82@example.net,001-212-869-9452,191 Robert Cove Suite 691,North Paulahaven,SC,17856,United States,Midwest,2021-11-07,Premium,True
CUST000853,Ernest,Wright,sullivandonald@example.net,(821)475-6269,347 Julie Branch,Ashleyberg,TN,83619,United States,South,2025-02-18,Premium,False
CUST000854,Cynthia,Giles,travis28@example.net,903.422.0074x859,87129 Davis Isle Apt. 058,Lake Sarahhaven,MO,02589,United States,South,2025-12-20,Standard,False
CUST000855,Linda,Williams,thompsonsavannah@example.org,206-654-7476x950,898 Graham Spurs,Jamesville,MH,51478,United States,West,2022-06-08,Standard,False
CUST000856,Mark,Randall,otrujillo@example.net,+1-578-388-7656,0622 Nicole Courts,New Patrick,KY,63676,United States,Midwest,2026-06-15,Premium,False
CUST000857,Mariah,Hill,forr@example.net,+1-503-480-3514x895,1914 Lamb Street Apt. 534,Andersonbury,OR,47478,United States,Midwest,2023-10-28,Premium,False
CUST000858,Nicole,Bernard,owells@example.org,001-853-826-7084,2925 Monique Estate Apt. 801,East John,IL,05971,United States,South,2025-02-21,Enterprise,True
CUST000859,Samuel,Hicks,ronald46@example.com,(778)909-6458x37449,13531 Morris Key Suite 928,Hillmouth,KY,11902,United States,Northeast,2023-05-22,Standard,True
CUST000860,Tammy,Brown,tara62@example.com,851.719.9764x534,56419 Alexander Rapid Suite 300,West Jill,GU,24577,United States,Northeast,2021-08-23,Standard,True
CUST000861,Bruce,Rodriguez,marymiller@example.net,497-922-4228x48349,8098 Graham Square Apt. 180,Alanborough,ID,39824,United States,West,2026-01-08,Standard,True
CUST000862,Angela,Jones,monica73@example.com,466.871.5544x60539,674 Schultz Dam,Taylormouth,WA,27529,United States,West,2022-04-07,Premium,False
CUST000863,Randall,Horton,claire11@example.net,001-728-756-7285x021,307 Peterson Island,North Robin,MS,24407,United States,South,2022-02-20,Premium,True
CUST000864,Robert,Robinson,raymond84@example.com,001-360-978-9075x1991,5129 Evans Underpass Suite 925,Lake Craig,PW,36623,United States,Northeast,2023-01-13,Enterprise,True
CUST000865,Christine,Thompson,zacharyschneider@example.net,001-274-977-6565,5494 Danielle Inlet,Port Ryan,NJ,86647,United States,Midwest,2024-10-18,Standard,True
CUST000866,Travis,Rogers,lowen@example.org,001-709-949-0763x4153,00115 Ford Walks Apt. 494,Lake Charles,MH,86911,United States,Midwest,2025-02-11,Premium,True
CUST000867,Jose,Herrera,geraldbender@example.com,756.941.3547x41685,523 Amanda Landing,Angelashire,WY,45591,United States,West,2022-12-22,Standard,False
CUST000868,Todd,Harper,gcox@example.org,+1-666-902-8413x6233,0714 Roman Mills,West Jessicafort,TN,77816,United States,Northeast,2022-10-05,Enterprise,False
CUST000869,Tracy,Pacheco,terrimartinez@example.com,001-359-950-8374x560,96101 Bailey Springs,Lake Meghanville,NV,98766,United States,West,2021-05-25,Standard,False
CUST000870,Austin,Reyes,autumn78@example.com,001-592-885-5162x159,3536 Cooke Land Suite 896,South Brianberg,DC,70490,United States,South,2023-03-30,Enterprise,True
CUST000871,Amanda,Nelson,rasmussenjerry@example.com,939-601-4309,4936 Rosales Fork,Timothyshire,MT,58386,United States,West,2024-02-09,Enterprise,True
CUST000872,Kayla,Wilkerson,abigail03@example.net,001-700-473-5658x26082,79412 Patterson Prairie Apt. 122,Port Leah,,35084,United States,West,2022-11-24,Enterprise,False
CUST000873,Courtney,Jackson,lindamiller@example.org,001-778-992-5946,465 Henry Spur Suite 441,New Connorside,TN,91764,United States,South,2025-02-21,Premium,True
CUST000874,Matthew,Lewis,blopez@example.net,620-938-8193x76841,6220 Jose Pike,East John,KY,08321,United States,Midwest,2024-09-28,Standard,True
CUST000875,Rachel,Rodriguez,njackson@example.com,2302876477,761 Kimberly Lane Apt. 950,Fisherfort,UT,09109,United States,South,2022-10-20,Standard,True
CUST000876,Dana,Lopez,porterbobby@example.net,886.680.4186x93032,4967 Rodriguez Ridge Apt. 605,New Erin,MS,33291,United States,Northeast,2022-12-17,Premium,False
CUST000877,Laura,Carroll,obrewer@example.com,(751)397-0181,8296 Best Mountain,Gregorymouth,IA,09280,United States,West,2025-01-27,Premium,True
CUST000878,Carmen,Walsh,xchandler@example.com,(960)722-1690,029 James Land Apt. 843,North Rickymouth,IA,43266,United States,West,2021-03-11,Standard,True
CUST000879,Melissa,Castillo,samantha69@example.org,001-751-702-1401x28331,903 Morton Wall Suite 177,Port Toddtown,ID,04781,United States,Midwest,2022-02-23,Enterprise,True
CUST000880,Michael,Mason,barrykevin@example.org,560-551-6483x895,8418 Gallagher Lodge Suite 760,South Joshuaport,MD,86491,United States,Midwest,2021-06-23,Standard,False
CUST000881,Megan,Velazquez,qrhodes@example.org,873-903-3249,4510 Daniels Place Apt. 947,Port Dave,CO,45647,United States,West,2026-02-06,Enterprise,True
CUST000882,Paul,Gates,francis07@example.net,001-895-694-7611x10797,4565 Hernandez Port Suite 226,West William,KY,89669,United States,South,2021-09-24,Standard,False
CUST000883,Angel,Harris,lynchjonathan@example.net,(485)860-6699x2613,97777 Mcdonald Throughway Apt. 996,South Jeffrey,NH,77736,United States,West,2025-02-05,Standard,True
CUST000884,Isaiah,Mcgee,yjones@example.org,4734512896,8243 Jesse Spur,North Kristin,IL,81343,United States,Midwest,2025-12-16,Standard,False
CUST000885,Bridget,Hall,nicholas60@example.com,001-743-906-9523,2941 William Gardens Suite 006,Jonside,MA,38153,United States,South,2024-11-09,Enterprise,True
CUST000886,Amanda,Chan,john19@example.net,001-880-642-5542x80537,5078 Pierce Route,Stephenstown,TX,24149,United States,West,2022-02-15,Standard,True
CUST000887,Bobby,Bowen,garywright@example.org,901.995.8663x9928,731 Solis Valley,Ashleychester,HI,76034,United States,West,2022-04-10,Enterprise,True
CUST000888,Lisa,Wells,hcollins@example.com,2332288807,02874 Cohen Drive Apt. 220,Lake Paigestad,ME,48548,United States,Northeast,2025-07-10,Enterprise,True
CUST000889,Stacey,Jones,alyssa92@example.net,001-410-846-6275x015,4203 Brown Place Suite 483,North Ashley,MN,67044,United States,Midwest,2026-02-18,Enterprise,True
CUST000890,Stephanie,Thomas,haleyrobinson@example.net,001-806-901-4579x232,8581 Smith Lakes,Lake Danielchester,NM,80363,United States,West,2025-06-10,Premium,False
CUST000891,Tina,Cantrell,anthonyanderson@example.org,001-520-518-2852,704 Karen Prairie,Williamshire,PW,14019,United States,West,2022-12-14,Premium,False
CUST000892,Matthew,Oconnell,robin11@example.com,797.914.9207,142 Hoffman Mountain Apt. 962,Andersonland,NC,71989,United States,Northeast,2024-08-14,Standard,False
CUST000893,John,Jones,denise77@example.org,001-967-472-4434x35497,7156 Walker Path Apt. 299,Port Lindaview,ND,85340,United States,Midwest,2021-09-18,Premium,False
CUST000894,Andrew,Phillips,thomas60@example.net,9095409165,2426 Neal Square Apt. 254,North Jeffrey,WY,79091,United States,Northeast,2021-01-23,Enterprise,True
CUST000895,Jerry,Larson,robbinsjoseph@example.net,4154273117,1475 Duncan Turnpike Apt. 018,Davidbury,IL,43749,United States,West,2022-10-01,Enterprise,False
CUST000896,Cheryl,Mercer,shane42@example.org,001-383-759-6677,022 Hammond Estates,Stevenbury,MO,43026,United States,Northeast,2022-04-26,Premium,False
CUST000897,Alex,Cortez,cassiesmith@example.org,001-906-547-6144x278,4042 David River Suite 920,Ramosstad,AS,35581,United States,West,2025-10-21,Premium,False
CUST000898,Sophia,Walker,kevinhall@example.net,(590)745-3925x2878,38133 Sarah Fort Suite 533,East Valeriechester,ME,13800,United States,West,2022-09-25,Premium,False
CUST000899,Megan,Hernandez,bmahoney@example.net,001-785-237-2033,60232 Davis Burgs Suite 155,Amandafort,AR,77539,United States,West,2023-02-28,Premium,False
CUST000900,Stephanie,Adams,hilledwin@example.net,+1-745-564-1199x25512,8191 Lynn Street,Rebeccastad,,97877,United States,West,2022-03-05,Enterprise,True
CUST000901,Jeffrey,Barker,sarah19@example.net,415.675.5716x6328,06162 Emily Well Suite 635,North Morgan,AL,60558,United States,West,2022-05-18,Standard,True
CUST000902,Ryan,Jones,robertsbrian@example.net,+1-668-556-9771,608 Julie Ramp,North Bradleyport,WV,99369,United States,South,2025-09-07,Enterprise,True
CUST000903,Robert,Davis,oconnorcarol@example.com,388.881.8930x46163,851 Cantu Ranch Apt. 509,Cookfurt,WV,73482,United States,Northeast,2021-10-11,Standard,False
CUST000904,Amanda,Martin,cthompson@example.org,727.820.8147x2373,78308 Brandon Locks Suite 899,Dakotaview,MI,37732,United States,West,2021-10-01,Standard,False
CUST000905,Cathy,Harris,qsnow@example.com,749.906.6886x7518,64560 Barnett Underpass,Loriborough,ME,33130,United States,Northeast,2026-03-08,Standard,False
CUST000906,Sara,Davis,moondiana@example.org,001-720-502-5856,7730 Cory Park,Rodriguezburgh,MP,54985,United States,West,2026-03-23,Enterprise,False
CUST000907,Daniel,Campbell,anunez@example.org,(240)725-4550,080 Ashley Park Suite 738,Taylorfurt,CT,51845,United States,Northeast,2022-06-29,Enterprise,False
CUST000908,Jason,Harris,john30@example.org,5912435294,417 Edwards Groves Suite 628,Steelestad,CT,68903,United States,Midwest,2025-05-29,Premium,True
CUST000909,Catherine,Gray,matthewchavez@example.com,+1-860-902-2302x3405,25158 Margaret Cove Apt. 805,South Richardton,VT,71576,United States,Midwest,2026-03-27,Standard,True
CUST000910,Laurie,Horn,bethfreeman@example.net,947-890-9863x6152,444 Alexis Estate Suite 824,Leeland,IA,60989,United States,Northeast,2022-05-05,Standard,False
CUST000911,Jimmy,Jones,bob11@example.net,5268691419,1047 Morgan Port,Port Curtisshire,AS,81193,United States,South,2024-05-12,Premium,True
CUST000912,David,Stewart,rhuber@example.net,(247)568-8341,41318 Daniel Walks Apt. 405,Lake Janeburgh,MD,83886,United States,Northeast,2021-10-08,Enterprise,False
CUST000913,Darrell,Russo,collinsshannon@example.net,(560)394-0671x487,14564 Wells Track,South Mark,NJ,79097,United States,South,2023-12-16,Premium,True
CUST000914,Joseph,Brown,christine99@example.net,409.833.9136x941,06032 Blake Mission Suite 318,West Tracyfurt,IA,11981,United States,Midwest,2024-11-13,Premium,True
CUST000915,Gina,Johnson,daviescarrie@example.net,946-612-5360x64004,9486 Hicks Path Apt. 703,Mortontown,AR,60269,United States,West,2025-04-22,Standard,True
CUST000916,Lauren,Smith,wallacestephanie@example.org,+1-375-994-9330x7811,600 Jensen Extension,West Justinland,AS,47250,United States,South,2021-12-30,Enterprise,False
CUST000917,Matthew,Vargas,oramirez@example.org,+1-584-796-5523x91703,04999 Paul Lodge,Jasonfurt,VT,15137,United States,South,2024-10-07,Premium,False
CUST000918,Susan,Austin,dyoung@example.org,001-746-824-8723,392 Hopkins Loaf Suite 141,West Barbara,WY,16802,United States,South,2024-11-26,Enterprise,False
CUST000919,Patricia,Olson,calexander@example.com,4553817357,2506 Sarah Land,Phillipfurt,IL,78165,United States,Northeast,2025-02-06,Standard,False
CUST000920,Amanda,Carlson,garciakenneth@example.net,+1-855-870-3934x2718,5290 Johnson Extensions,Mercertown,AR,87901,United States,Midwest,2022-12-16,Premium,False
CUST000921,Christopher,Mullen,contreraskara@example.org,,08823 Wade Lane,Port Erinside,PR,53569,United States,Northeast,2023-03-30,Standard,False
CUST000922,Timothy,Gonzalez,charlesbaker@example.com,417.473.6556x19221,3186 Martinez Lights,Lake Crystalbury,MP,04309,United States,South,2021-08-25,Enterprise,True
CUST000923,Eric,Gutierrez,vaughnsamuel@example.org,(583)359-9167x64032,252 Nicole Roads,Trujilloville,HI,50378,United States,South,2022-11-11,Enterprise,False
CUST000924,Pamela,Allen,cassidy99@example.com,(625)529-6444,868 Monica Crescent Apt. 433,South Jonathanhaven,AK,42506,United States,Midwest,2025-03-31,Enterprise,True
CUST000925,Anna,Mendoza,logan59@example.net,+1-206-627-8790x25912,72162 Foster Brooks Apt. 235,Charlestown,HI,82091,United States,Midwest,2023-04-05,Standard,True
CUST000926,Luis,Barrett,omcdonald@example.net,693.995.7955x192,111 Leonard Lock Suite 038,Hernandezstad,MO,86082,United States,Midwest,2026-04-06,Premium,True
CUST000927,Steven,Jordan,martinstacy@example.com,001-423-430-0805x6308,828 Walker Villages Apt. 107,North George,NV,30585,United States,Northeast,2021-09-01,Enterprise,False
CUST000928,Jennifer,Jarvis,amy22@example.org,320.819.7084x2874,9636 Jones Road,Michaelland,TX,93480,United States,Northeast,2025-02-07,Premium,False
CUST000929,Andrew,Krueger,johnsondanny@example.com,001-284-922-6230x036,35028 Aaron Field,Feliciaview,ID,60387,United States,South,2025-03-05,Standard,False
CUST000930,Mark,Harris,hooperkatrina@example.org,+1-809-816-6316,403 Michele Glens Suite 441,South Coryfurt,KS,76560,United States,Midwest,2021-06-18,Enterprise,False
CUST000931,Steven,Johnson,kelly58@example.org,451-276-4296,1150 Meyers Shoal,Gilbertchester,CT,96289,United States,Northeast,2025-04-11,Premium,False
CUST000932,Jennifer,Lee,mary55@example.org,001-632-528-0588x377,0476 Shawna Summit Apt. 950,North Darrellmouth,WI,21362,United States,Midwest,2024-11-21,Standard,False
CUST000933,Lisa,Flores,ddavenport@example.com,001-288-582-6031x748,5880 Wilson Plains,Jonesport,GU,17703,United States,Northeast,2021-02-06,Enterprise,True
CUST000934,Gregory,Frey,michealpark@example.net,001-345-392-0559x67577,9830 Blake Mountain,Matamouth,VI,33283,United States,Northeast,2023-10-09,Premium,False
CUST000935,Mark,Parrish,millerpaul@example.net,001-458-397-0152,68960 Rose Flat,Stephenland,DC,88531,United States,South,2023-01-07,Premium,False
CUST000936,William,Lane,adrianmcneil@example.com,361-713-9979x927,33878 Khan Drive Suite 898,Huntville,ND,34344,United States,South,2024-02-11,Standard,False
CUST000937,Kimberly,Costa,pfoster@example.org,001-690-607-3794x999,4441 Shannon Prairie Apt. 626,Justinbury,ME,59735,United States,West,2024-03-02,Premium,False
CUST000938,Maria,Holder,norrisanthony@example.net,835-798-3985x907,8375 Wade Union Apt. 678,Wendyborough,ME,89261,United States,Midwest,2025-11-11,Standard,True
CUST000939,Benjamin,Randall,brianramos@example.net,977-561-3500,223 Jennifer Parkway Suite 403,South Bonnie,PA,45074,United States,South,2023-01-03,Enterprise,False
CUST000940,David,Spencer,lunajeffrey@example.org,+1-665-232-7355x14972,23477 Kelly Turnpike,Oliviashire,IA,93609,United States,Midwest,2022-03-30,Enterprise,True
CUST000941,Michael,Richardson,chatfield@example.org,6066174136,476 Katie Coves Apt. 912,Rhodestown,MP,55351,United States,Northeast,2022-07-03,Premium,False
CUST000942,Mark,Kim,jgarcia@example.org,(783)505-6446,5555 Williams Lodge,Lake Marvin,AL,66000,United States,South,2025-02-20,Premium,False
CUST000943,Tyrone,Tate,sandra33@example.net,(276)239-9046,369 Le Viaduct,South Pamela,OK,02777,United States,Northeast,2024-05-22,Standard,True
CUST000944,Isaiah,Jennings,bryanwallace@example.com,+1-206-217-9067x01512,344 Stephen Rapid,Shannonville,MS,24398,United States,South,2025-01-20,Enterprise,True
CUST000945,Jessica,Arnold,ginafischer@example.org,001-219-729-6921,71226 Michelle Points,East William,SD,61226,United States,South,2023-03-19,Premium,False
CUST000946,Sean,Ramirez,uchan@example.com,+1-585-478-8728x206,801 Robert Ports,West Jonathanchester,MN,66465,United States,South,2023-12-06,Standard,False
CUST000947,Bethany,Taylor,travis09@example.com,001-906-947-2452x573,7884 Scott Valleys Suite 657,Elliston,NE,11827,United States,Midwest,2025-11-28,Enterprise,True
CUST000948,Douglas,Mendez,jashley@example.net,326-980-9282x6164,53718 Johnson Loaf,Danielstown,WY,26881,United States,South,2024-01-09,Premium,False
CUST000949,Charles,Franco,egray@example.net,(712)579-8312x428,416 Christopher Rapids Apt. 984,New Scottville,NJ,00654,United States,West,2021-09-01,Premium,False
CUST000950,Heather,Chan,gtucker@example.com,(607)571-0740,8957 Chavez Drive,Robertton,MD,09331,United States,Midwest,2022-06-05,Enterprise,False
CUST000951,Christopher,House,williamstaylor@example.org,485.502.0502x5497,10297 Conway Turnpike,Adamsmouth,TX,91310,United States,West,2021-08-10,Standard,True
CUST000952,Desiree,Dalton,danielle96@example.com,+1-674-342-5269x420,1537 Williams Underpass Suite 133,Pinedabury,VI,58715,United States,South,2023-09-12,Enterprise,False
